sIP,sport,dIP,dport,,timestamp,Cd/Cp,Sd/Sp,C0/Sd,S0/Cd,Cd/Pd,Sd/Pd,Cf/Cd,Sf/Sd,Ca1/Cd,Ca2/Cd,Ca4/Cd,Sa2/Sd,Sa4/Sd
203.77.116.218,80,106.187.184.184,62037,,1,0.1667,1,0.0495,0,0.0098,0.9902,1,0.0396,0,1,0,0.0099,0.9901
106.187.184.184,62037,203.77.116.218,80,,1,1,0.1667,0,0.0495,0.9902,0.0098,0.0396,1,0,0.0099,0.9901,1,0
150.57.248.121,443,101.30.224.224,50476,,0,0,1,0,0,0,1,0,0.396,0,0,0,0,0.9901
101.30.224.224,50476,150.57.248.121,443,,0,1,0,0,0,1,0,0.396,0,0,0,0.9901,0,0
150.57.248.121,80,153.156.41.183,52013,,0,0,1,0.2277,0,0,1,0,0.505,0,0,0,0.0099,0.9604
153.156.41.183,52013,150.57.248.121,80,,0,1,0,0,0.2277,1,0,0.505,0,0,0.0099,0.9604,0,0
150.57.248.121,443,101.30.224.224,50484,,0,0,1,0,0,0,1,0,0.4653,0,0,0,0.0099,0.9901
101.30.224.224,50484,150.57.248.121,443,,0,1,0,0,0,1,0,0.4653,0,0,0.0099,0.9901,0,0
150.57.248.121,80,115.75.222.164,42184,,1,0,1,0,0,0,1,0,0.0099,0,0,0,0.0099,0.9901
115.75.222.164,42184,150.57.248.121,80,,1,1,0,0,0,1,0,0.0099,0,0,0.0099,0.9901,0,0
150.57.248.121,443,101.30.224.224,50485,,0,0,1,0,0,0,1,0,0.4455,0,0,0,0.0099,0.9604
101.30.224.224,50485,150.57.248.121,443,,0,1,0,0,0,1,0,0.4455,0,0,0.0099,0.9604,0,0
150.57.248.121,80,115.75.222.164,42212,,1,0,1,0,0,0,1,0,0,0,0,0,0,1
115.75.222.164,42212,150.57.248.121,80,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.248.121,80,115.75.124.165,34055,,1,0,1,0,0,0,1,0,0.099,0,0,0,0.0099,0.9802
115.75.124.165,34055,150.57.248.121,80,,1,1,0,0,0,1,0,0.099,0,0.0099,0.0099,0.9802,0,0
150.57.248.121,443,59.174.128.9,59412,,0,0,1,0,0,0,1,0,0,0,0,0,0,1
59.174.128.9,59412,150.57.248.121,443,,0,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.248.121,80,118.15.7.138,45982,,1,0,0.9703,0,0,0,1,0,0.2143,0,0,0,0.0102,0.9796
118.15.7.138,45982,150.57.248.121,80,,1,0.9703,0,0,0,1,0,0.2143,0,0,0.0102,0.9796,0,0
150.57.182.64,56415,155.153.54.212,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.153.54.212,80,150.57.182.64,56415,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.198.44.179,23536,104.120.156.140,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.120.156.140,80,202.198.44.179,23536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.249.25.181,443,133.27.10.200,63499,,1,0,1,0.3861,0,0,1,0,0.0198,0,0,0,0,1
133.27.10.200,63499,172.249.25.181,443,,1,1,0,0,0.3861,1,0,0.0198,0,0,0,1,0,0
150.57.248.121,80,115.75.124.167,43700,,1,0,1,0,0,0,1,0,0.1188,0,0,0,0,0.9802
115.75.124.167,43700,150.57.248.121,80,,1,1,0,0,0,1,0,0.1188,0,0.0099,0,0.9802,0,0
210.193.44.119,63652,203.77.126.80,80,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203.77.126.80,80,210.193.44.119,63652,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,80,153.198.112.222,34428,,1,0,1,0.3366,0,0,1,0,0.4851,0,0,0,0.0099,0.9901
153.198.112.222,34428,150.57.248.121,80,,1,1,0,0,0.3366,1,0,0.4851,0,0,0.0099,0.9901,0,0
150.57.248.121,80,118.15.7.138,45982,,1,0,1,0,0,0,1,0,0.5446,0,0,0,0.0099,0.9802
118.15.7.138,45982,150.57.248.121,80,,1,1,0,0,0,1,0,0.5446,0,0,0.0099,0.9802,0,0
150.57.172.44,8080,114.95.167.124,55277,,1,0,1,0.6436,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55277,150.57.172.44,8080,,1,1,0,0,0.6436,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,219.241.254.202,47415,,1,0,1,0,0,0,1,0,0.4851,0,0,0,0,0.9901
219.241.254.202,47415,150.57.248.121,80,,1,1,0,0,0,1,0,0.4851,0,0,0,0.9901,0,0
150.57.172.44,8080,114.95.167.124,55275,,1,0,1,0.5248,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55275,150.57.172.44,8080,,1,1,0,0,0.5248,1,0,0.0198,0,0,0,1,0,0
150.57.248.121,80,115.75.124.167,43695,,1,0,1,0,0,0,1,0,0.0594,0,0,0,0,0.9901
115.75.124.167,43695,150.57.248.121,80,,1,1,0,0,0,1,0,0.0594,0,0,0,0.9901,0,0
150.57.248.121,80,124.86.88.46,54494,,0,0,1,0.7822,0,0,1,0,0.5248,0,0,0,0,1
124.86.88.46,54494,150.57.248.121,80,,0,1,0,0,0.7822,1,0,0.5248,0,0,0,1,0,0
150.57.248.121,80,133.150.148.170,63255,,0,0,1,0.505,0,0,1,0,0.3069,0,0,0,0.0198,0.8515
133.150.148.170,63255,150.57.248.121,80,,0,1,0,0,0.505,1,0,0.3069,0,0,0.0198,0.8515,0,0
150.57.248.121,80,52.14.92.251,55894,,1,0,1,0,0,0,1,0,0.2574,0,0,0,0,1
52.14.92.251,55894,150.57.248.121,80,,1,1,0,0,0,1,0,0.2574,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55282,,1,0,1,0.3564,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55282,150.57.172.44,8080,,1,1,0,0,0.3564,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55278,,1,0,1,0.4356,0,0,1,0,0.0297,0,0,0,0,1
114.95.167.124,55278,150.57.172.44,8080,,1,1,0,0,0.4356,1,0,0.0297,0,0,0,1,0,0
150.57.248.121,80,202.225.81.7,3688,,1,0,1,0.1584,0,0,1,0,0.297,0,0,0,0,1
202.225.81.7,3688,150.57.248.121,80,,1,1,0,0,0.1584,1,0,0.297,0,0,0,1,0,0
150.57.248.121,80,52.254.113.47,38916,,1,0,1,0,0,0,1,0,0.1782,0,0,0,0.0099,0.9802
52.254.113.47,38916,150.57.248.121,80,,1,1,0,0,0,1,0,0.1782,0,0,0.0099,0.9802,0,0
150.57.172.44,8080,114.95.167.124,55283,,1,0,1,0.3762,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55283,150.57.172.44,8080,,1,1,0,0,0.3762,1,0,0,0,0,0,1,0,0
172.249.30.182,443,131.142.218.89,54261,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.142.218.89,54261,172.249.30.182,443,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,80,111.230.217.47,51849,,1,0,1,0,0,0,1,0,0.1584,0,0,0,0,0.9505
111.230.217.47,51849,150.57.248.121,80,,1,1,0,0,0,1,0,0.1584,0,0,0,0.9505,0,0
150.57.248.121,80,115.75.124.166,47174,,1,0,1,0,0,0,1,0,0.1485,0,0,0,0,0.9703
115.75.124.166,47174,150.57.248.121,80,,1,1,0,0,0,1,0,0.1485,0,0.0198,0,0.9703,0,0
150.57.172.44,8080,114.95.167.124,55281,,1,0,1,0.3069,0,0,1,0,0.0297,0,0,0,0,1
114.95.167.124,55281,150.57.172.44,8080,,1,1,0,0,0.3069,1,0,0.0297,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55278,,1,0,1,0.5149,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55278,150.57.172.44,8080,,1,1,0,0,0.5149,1,0,0,0,0,0,1,0,0
150.57.182.64,56409,155.153.54.255,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.153.54.255,80,150.57.182.64,56409,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.172.44,8080,114.95.167.124,55284,,1,0,1,0.5743,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55284,150.57.172.44,8080,,1,1,0,0,0.5743,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,153.187.219.37,38450,,1,0,1,0,0,0,1,0,0.4059,0,0,0,0,0.9703
153.187.219.37,38450,150.57.248.121,80,,1,1,0,0,0,1,0,0.4059,0,0,0,0.9703,0,0
150.57.182.64,56419,155.153.54.255,80,,0,0,0.0099,0,0,0,1,0,1,0,0,0,1,0
155.153.54.255,80,150.57.182.64,56419,,0,0.0099,0,0,0,1,0,1,0,0,1,0,0,0
202.198.44.179,23536,104.120.156.140,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.120.156.140,80,202.198.44.179,23536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.172.44,8080,114.95.167.124,55301,,1,0,1,0.6139,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55301,150.57.172.44,8080,,1,1,0,0,0.6139,1,0,0.0099,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55279,,1,0.0222,1,0.4356,0,0.0098,0.9902,1,0,0,1,0,0,1
114.95.167.124,55279,150.57.172.44,8080,,1,1,0.0222,0,0.4356,0.9902,0.0098,0,1,0,0,1,1,0
150.57.248.121,80,54.33.56.85,36279,,1,0,1,0,0,0,1,0,0.2079,0,0,0,0,1
54.33.56.85,36279,150.57.248.121,80,,1,1,0,0,0,1,0,0.2079,0,0,0,1,0,0
150.57.248.121,443,59.174.128.9,59412,,0,0,1,0,0,0,1,0,0.0099,0,0,0,0,0.9901
59.174.128.9,59412,150.57.248.121,443,,0,1,0,0,0,1,0,0.0099,0,0,0,0.9901,0,0
150.57.172.44,8080,114.95.167.124,55283,,1,0,1,0.5347,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55283,150.57.172.44,8080,,1,1,0,0,0.5347,1,0,0.0099,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55301,,1,0,1,0.3762,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55301,150.57.172.44,8080,,1,1,0,0,0.3762,1,0,0,0,0,0,1,0,0
150.57.248.121,443,1.233.210.106,4024,,0,0,1,0,0,0,1,0,0.198,0,0,0,0.0099,0.9901
1.233.210.106,4024,150.57.248.121,443,,0,1,0,0,0,1,0,0.198,0,0,0.0099,0.9901,0,0
150.57.172.44,8080,114.95.167.124,55285,,1,0,1,0.505,0,0,1,0,0.0297,0,0,0,0,1
114.95.167.124,55285,150.57.172.44,8080,,1,1,0,0,0.505,1,0,0.0297,0,0,0,1,0,0
150.57.248.121,80,180.212.241.122,61917,,1,0,1,0,0,0,1,0,0.1683,0,0,0,0,1
180.212.241.122,61917,150.57.248.121,80,,1,1,0,0,0,1,0,0.1683,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55284,,1,0,1,0.2673,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55284,150.57.172.44,8080,,1,1,0,0,0.2673,1,0,0.0198,0,0,0,1,0,0
210.193.44.119,63652,203.77.126.80,80,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203.77.126.80,80,210.193.44.119,63652,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,80,115.75.124.164,50728,,1,0,1,0,0,0,1,0,0,0,0,0,0,1
115.75.124.164,50728,150.57.248.121,80,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.248.121,80,115.75.222.164,42201,,1,0,1,0,0,0,1,0,0,0,0,0,0,1
115.75.222.164,42201,150.57.248.121,80,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55280,,1,0,1,0.4257,0,0,1,0,0.0297,0,0,0,0,1
114.95.167.124,55280,150.57.172.44,8080,,1,1,0,0,0.4257,1,0,0.0297,0,0,0,1,0,0
150.57.248.121,80,115.75.124.165,34055,,1,0,1,0,0,0,1,0,0.0792,0,0,0,0,0.9802
115.75.124.165,34055,150.57.248.121,80,,1,1,0,0,0,1,0,0.0792,0,0.0099,0,0.9802,0,0
150.57.172.44,8080,114.95.167.124,55302,,1,0,1,0.4059,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55302,150.57.172.44,8080,,1,1,0,0,0.4059,1,0,0.0198,0,0,0,1,0,0
172.249.25.181,443,133.27.10.200,63499,,1,0,1,0.1188,0,0,1,0,0.0099,0,0,0,0,1
133.27.10.200,63499,172.249.25.181,443,,1,1,0,0,0.1188,1,0,0.0099,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55301,,1,0,1,0.3366,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55301,150.57.172.44,8080,,1,1,0,0,0.3366,1,0,0,0,0,0,1,0,0
150.57.248.121,80,115.75.124.167,43700,,1,0,1,0,0,0,1,0,0.0891,0,0,0,0,0.9901
115.75.124.167,43700,150.57.248.121,80,,1,1,0,0,0,1,0,0.0891,0,0.0099,0,0.9901,0,0
150.57.248.121,443,101.30.224.224,50509,,0,0,1,0,0,0,1,0,0.4554,0,0,0,0.0099,0.9802
101.30.224.224,50509,150.57.248.121,443,,0,1,0,0,0,1,0,0.4554,0,0,0.0099,0.9802,0,0
150.57.248.121,80,153.198.112.222,34428,,1,0,1,0.2277,0,0,1,0,0.4356,0,0,0,0,1
153.198.112.222,34428,150.57.248.121,80,,1,1,0,0,0.2277,1,0,0.4356,0,0,0,1,0,0
150.57.248.121,80,27.102.10.218,52607,,0,0,1,0.4059,0,0,1,0,0.3366,0,0,0,0,0.9901
27.102.10.218,52607,150.57.248.121,80,,0,1,0,0,0.4059,1,0,0.3366,0,0,0,0.9901,0,0
150.57.248.121,80,203.72.161.129,4671,,1,0,1,0.4554,0,0,1,0,0.2376,0,0,0,0,1
203.72.161.129,4671,150.57.248.121,80,,1,1,0,0,0.4554,1,0,0.2376,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55281,,1,0,1,0.3663,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55281,150.57.172.44,8080,,1,1,0,0,0.3663,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,52.14.48.192,51054,,1,0,1,0,0,0,1,0,0.1485,0,0,0,0,0.9901
52.14.48.192,51054,150.57.248.121,80,,1,1,0,0,0,1,0,0.1485,0,0,0,0.9901,0,0
150.57.248.121,80,115.75.222.164,42212,,1,0,1,0,0,0,1,0,0.0099,0,0,0,0,1
115.75.222.164,42212,150.57.248.121,80,,1,1,0,0,0,1,0,0.0099,0,0,0,1,0,0
150.57.182.64,56421,155.153.54.212,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.153.54.212,80,150.57.182.64,56421,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.249.30.150,443,131.142.218.89,54276,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.142.218.89,54276,172.249.30.150,443,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,443,101.30.224.224,50476,,0,0,1,0,0,0,1,0,0.4356,0,0,0,0,0.9901
101.30.224.224,50476,150.57.248.121,443,,0,1,0,0,0,1,0,0.4356,0,0,0,0.9901,0,0
150.57.248.121,80,106.169.159.119,56963,,1,0,1,0,0,0,1,0,0.1584,0,0,0,0,1
106.169.159.119,56963,150.57.248.121,80,,1,1,0,0,0,1,0,0.1584,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55285,,1,0,1,0.3366,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55285,150.57.172.44,8080,,1,1,0,0,0.3366,1,0,0,0,0,0,1,0,0
133.27.162.40,80,222.28.32.207,50404,,1,0,1,0,0,0,1,0,0.0495,0,0,0,0,0.9802
222.28.32.207,50404,133.27.162.40,80,,1,1,0,0,0,1,0,0.0495,0,0,0,0.9802,0,0
203.77.116.218,80,124.145.111.217,41330,,1,0,1,0.0495,0,0,1,0,0.0099,0,0,0,0,1
124.145.111.217,41330,203.77.116.218,80,,1,1,0,0,0.0495,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,111.230.217.47,51849,,1,0,1,0,0,0,1,0,0.1386,0,0,0,0,0.9901
111.230.217.47,51849,150.57.248.121,80,,1,1,0,0,0,1,0,0.1386,0,0,0,0.9901,0,0
202.198.44.196,443,219.236.166.193,52862,,0,0,1,0,0,0,1,0,0,0,0,0,0,1
219.236.166.193,52862,202.198.44.196,443,,0,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.248.121,443,103.3.98.172,21525,,1,0,1,0,0,0,1,0,0.3366,0,0,0,0,1
103.3.98.172,21525,150.57.248.121,443,,1,1,0,0,0,1,0,0.3366,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50484,,0,0,1,0,0,0,1,0,0.4752,0,0,0,0,1
101.30.224.224,50484,150.57.248.121,443,,0,1,0,0,0,1,0,0.4752,0,0,0,1,0,0
202.198.44.179,23536,104.120.156.140,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.120.156.140,80,202.198.44.179,23536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,443,101.30.224.224,50481,,0,0,1,0,0,0,1,0,0.4059,0,0,0,0,1
101.30.224.224,50481,150.57.248.121,443,,0,1,0,0,0,1,0,0.4059,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50479,,0,0,1,0,0,0,1,0,0.3762,0,0,0,0.0099,0.9901
101.30.224.224,50479,150.57.248.121,443,,0,1,0,0,0,1,0,0.3762,0,0,0.0099,0.9901,0,0
150.57.172.44,8080,114.95.167.124,55302,,1,0,1,0.4059,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55302,150.57.172.44,8080,,1,1,0,0,0.4059,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55280,,1,0,1,0.3564,0,0,1,0,0.0198,0,0,0,0,1
114.95.167.124,55280,150.57.172.44,8080,,1,1,0,0,0.3564,1,0,0.0198,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55316,,1,0,1,0.2772,0,0,1,0,0.0297,0,0,0,0,1
114.95.167.124,55316,150.57.172.44,8080,,1,1,0,0,0.2772,1,0,0.0297,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55317,,1,0,1,0.4752,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55317,150.57.172.44,8080,,1,1,0,0,0.4752,1,0,0.0099,0,0,0,1,0,0
150.57.182.64,56411,155.153.54.212,80,,0,0,0.0099,0,0,0,1,0,1,0,0,0,1,0
155.153.54.212,80,150.57.182.64,56411,,0,0.0099,0,0,0,1,0,1,0,0,1,0,0,0
150.57.248.121,80,36.236.117.116,59525,,0,0,1,0,0,0,1,0,0.3861,0,0,0,0.0198,0.9604
36.236.117.116,59525,150.57.248.121,80,,0,1,0,0,0,1,0,0.3861,0,0,0.0198,0.9604,0,0
150.57.172.44,8080,114.95.167.124,55317,,1,0,1,0.3663,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55317,150.57.172.44,8080,,1,1,0,0,0.3663,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55316,,1,0,1,0.4554,0,0,1,0,0,0,0,0,0,1
114.95.167.124,55316,150.57.172.44,8080,,1,1,0,0,0.4554,1,0,0,0,0,0,1,0,0
150.57.248.121,443,101.30.224.224,50477,,0,0,1,0,0,0,1,0,0.3762,0,0,0,0,1
101.30.224.224,50477,150.57.248.121,443,,0,1,0,0,0,1,0,0.3762,0,0,0,1,0,0
150.57.248.121,443,59.174.128.9,59412,,0,0,1,0,0,0,1,0,0,0,0,0,0,1
59.174.128.9,59412,150.57.248.121,443,,0,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.248.121,80,115.75.124.167,43695,,1,0,1,0,0,0,1,0,0.1188,0,0,0,0.0099,0.9703
115.75.124.167,43695,150.57.248.121,80,,1,1,0,0,0,1,0,0.1188,0,0.0198,0.0099,0.9703,0,0
150.57.248.121,443,101.30.224.224,50487,,0,0,1,0,0,0,1,0,0.3564,0,0,0,0.0099,0.9901
101.30.224.224,50487,150.57.248.121,443,,0,1,0,0,0,1,0,0.3564,0,0,0.0099,0.9901,0,0
150.57.248.121,80,153.156.41.183,52013,,0,0,1,0.5446,0,0,1,0,0.2475,0,0,0,0,0.9802
153.156.41.183,52013,150.57.248.121,80,,0,1,0,0,0.5446,1,0,0.2475,0,0,0,0.9802,0,0
150.57.248.121,443,223.216.77.26,18771,,1,0,0.9703,0,0,0,1,0,0.3469,0,0,0,0,1
223.216.77.26,18771,150.57.248.121,443,,1,0.9703,0,0,0,1,0,0.3469,0,0,0,1,0,0
150.57.182.64,56418,155.153.54.212,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.153.54.212,80,150.57.182.64,56418,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.248.121,80,115.75.124.166,47174,,1,0,1,0,0,0,1,0,0.0396,0,0,0,0,1
115.75.124.166,47174,150.57.248.121,80,,1,1,0,0,0,1,0,0.0396,0,0,0,1,0,0
210.193.44.119,63652,203.77.126.80,80,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203.77.126.80,80,210.193.44.119,63652,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150.57.172.44,8080,114.95.167.124,55302,,1,0,1,0.3069,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55302,150.57.172.44,8080,,1,1,0,0,0.3069,1,0,0.0099,0,0,0,1,0,0
150.57.248.121,80,115.75.222.164,42184,,1,0,1,0,0,0,1,0,0,0,0,0,0,1
115.75.222.164,42184,150.57.248.121,80,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55319,,1,0,1,0.2574,0,0,1,0,0.0297,0,0,0,0,1
114.95.167.124,55319,150.57.172.44,8080,,1,1,0,0,0.2574,1,0,0.0297,0,0,0,1,0,0
150.57.172.44,8080,114.95.167.124,55318,,1,0,1,0.3267,0,0,1,0,0.0099,0,0,0,0,1
114.95.167.124,55318,150.57.172.44,8080,,1,1,0,0,0.3267,1,0,0.0099,0,0,0,1,0,0
